Unnamed: 0,title,author,published_date,published_date_precision,link,clean_url,excerpt,abstract,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id,Unnamed: 20,Unnamed: 21,Category
36,"Top ""Cat food Market"" Report 2023-2031, With 118 Pages",,3/29/23 1:22,full,https://www.marketwatch.com/press-release/top-cat-food-market-report-2023-2031-with-118-pages-2023-03-28,marketwatch.com,"Mar 28, 2023 (The Expresswire) --
The latest research study released byIndustry Research Biz on'Cat food Market'with analysis on business strategy taken up...","Mar 28, 2023 (The Expresswire) -- The latest research study released by Industry Research Biz on 'Cat food Market' with analysis on business strategy taken up by emerging industry players, geographical scope, market segments, product landscape and price, and cost structure.

"" Final Report will add the analysis of the impact of COVID-19 on ""Cat food"" industry.""

' Cat food Market ' Report Insights with 118 + pages of analysis on business strategy taken up byÂemerging industry players, geographical scope, market segments, product landscape and cost structure.",marketwatch.com,274,news,US,en,,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,False,@marketwatch,8.803295,c39616437d96fc41ce9b81f04bcd072e,,,Political
37,Everything you need to make your own baby food,Cody Stewart,3/29/23 17:00,full,https://www.wfla.com/reviews/br/baby-kids-br/nursing-feeding-br/everything-you-need-to-make-your-own-baby-food/,wfla.com,"If you want to know what goes into your baby's food, consider making it at home.","Many parents look forward to feeding their babies solids for the first time, but it's natural to worry about what goes into store-bought foods. According to the National Institutes of Health, around 30% of commercially available baby foods are 'ultra-processed,' and about 10% contain added sugar. If you want to know what goes into your baby's food, consider making it at home.

In this article: Beaba Babycook Solo 4-in-1 Baby Food Maker, Oxo Tot Mash Maker Baby Food Mill and 

How to make baby food at home

A baby food maker is the easiest way to make baby food at home.",wfla.com,4949,news,US,en,"BestReviews Staff,Cody Stewart",https://www.wfla.com/wp-content/uploads/sites/71/2023/03/baby-kids-idea-everything-you-need-to-make-your-own-baby-food.jpg?w=1280,False,,8.796908,a2bf0ccf9485316a783dfbcd5380bac0,,,Political
38,Environment Buzzword 2022: Food waste is not just about food,CGTN,4/1/23 7:24,full,https://news.cgtn.com/news/2023-04-01/Environment-Buzzword-2022-Food-waste-is-not-just-about-food-1iDSjmuVov6/index.html,cgtn.com,"Editor's Note: A series of major events – the Two Sessions and the Boao Forum for Asia – held in China have been under the spotlight. Among all topics discussed, environmental protection is one of the most important ones. Climate change,","Editor's Note: A series of major events – the Two Sessions and the Boao Forum for Asia – held in China have been under the spotlight. Among all topics discussed, environmental protection is one of the most important ones. Climate change, ocean pollution, plastic pollution, food waste... We are experiencing these environmental problems. Which ones are most concerning? Jackie Suggitt, capital, innovation and engagement director at ReFED, gives her opinions.

Globally, nearly a third of all food produced each year is wasted, causing almost 10 percent of greenhouse gas emissions and hundreds of billions of dollars in economic losses.",cgtn.com,2519,news,CN,en,CGTN,https://news.cgtn.com/news/2023-04-01/Environment-Buzzword-2022-Food-waste-is-not-just-about-food-1iDSjmuVov6/img/5a67b381e2e545d68504bfa51c116c4f/5a67b381e2e545d68504bfa51c116c4f-750.jpeg,False,@CGTNOfficial,8.789141,a6c8fa14e1b7165a5df29641ab477295,,,Political
39,The food hygiene ratings of every McDonald's in Derbyshire,Sam Dimmer,4/2/23 8:15,full,https://www.derbytelegraph.co.uk/whats-on/food-drink/food-hygiene-ratings-every-mcdonalds-8315468,derbytelegraph.co.uk,Each McDonald's restaurant in Derby and Derbyshire is visited by inspectors on a regular basis to make sure they are up to scratch,"Food hygiene has always been important but in a post-Covid world when we're all hyper-conscious of what we can transmit with the simple act of breathing on someone it has taken on added meaning. As 
a result, food hygiene inspectors
 frequently visit every place that serves food in our towns and cities and delivers a rating out of five.
 
Some places that earn the lowest ratings put themselves at risk of being forced to close, or at the very least having their reputation permanently damaged by a low number.",derbytelegraph.co.uk,12735,news,GB,en,"Mcdonald'S,Sam Dimmer",https://i2-prod.derbytelegraph.co.uk/incoming/article8315489.ece/ALTERNATES/s1200/0_BLR_TEM120722McDonaldsIlkeston_08.jpg,False,@samdimmer,8.788576,1aafb26f4038561d6ccafd570aa7f72e,,,Political
40,Austin food policy manager worried about future of city's urban agriculture,Dylan Mckim,3/31/23 11:34,full,https://www.kxan.com/news/local/austin/austin-food-policy-manager-worried-about-future-of-citys-urban-agriculture/,kxan.com,"Austin's food policy manager is worried about the future of urban agriculture as the city and surrounding area continue to grow, and the local food production continues to decrease.","AUSTIN (KXAN) — Austin's food policy manager is worried about the future of urban agriculture as the city and surrounding area continue to grow, and local food production continues to decrease.
 
The Office of Sustainability at the City of Austin and Travis county have partnered together to create 
the area's first-ever food plan
. A website for the effort describes a food plan as a plan that 'sets clear goals and strategies to move toward a more equitable, sustainable, and resilient food system and provides a coordinating structure for all food-related initiatives.",kxan.com,4404,news,US,en,Dylan McKim,https://www.kxan.com/wp-content/uploads/sites/40/2023/03/0331-urban-farm-pic.png?w=1280,False,,8.787848,4efb91047d7e6830662cae8771109725,,,Political
41,north texas food bank,,3/30/23 19:00,timezone unknown,https://www.nbcdfw.com/tag/north-texas-food-bank/,nbcdfw.com,Articles from the tag: north texas food bank,"Correspondent, Courtney Blair, learns what it takes to keep the North Texas Food Bank up and running. MORE: NTFB.org


 


 
 
 
 
 


 
 
 
 
 
We're kicking off a new series, Inspiring Her, for Women's Month where we meet local women leaders. First up, is the CEO of the North Texas Food Bank, Trisha Cunningham. MORE: NTFB.org


 


 
 
 
 
 


 
 
 
 
 
The North Texas Food Bank is getting ready for a spike in need as the COVID-19 SNAP benefits ended at midnight.


 


 
 
 
 
 


 
 
 
 
 
Learn how you can sample delicious dishes and help end the hunger gap at the North Texas Food Bank's Empty Bowls fundraiser.",nbcdfw.com,3602,news,US,en,,https://media.nbcdfw.com/2023/03/22084560157-1080pnbcstations.jpg?quality=85&strip=all&resize=850%2C478,False,@nbcdfw,8.786902,df73d45be0e258544fd21be7336dd86a,,,Political
42,Ramadan in UAE: How residents can donate their leftover food instead of throwing it away,Waheed Abbas,4/2/23 10:13,full,https://www.zawya.com/en/world/middle-east/ramadan-in-uae-how-residents-can-donate-their-leftover-food-instead-of-throwing-it-away-hh9449x6,zawya.com,The UAE Food Bank encourages residents to use the excess fresh food to feed the needy instead of throwing it away,"Food wastage typically peaks during the holy month of Ramadan in the UAE. With many people unaware of what to do with their leftover food, it often ends up in the dust bin. Donating all that surplus food, however, is just a click or call away.

The UAE Food Bank encourages residents to use the excess fresh food to feed the needy instead of throwing it away.

'During Ramadan, unfortunately, the food waste is higher compared to other months. Residents can contribute surplus or food waste through multiple channels which is distributed to deserving people within and outside the country,' said Manal bint Yaarouf, Chairperson of the UAE Food Bank Steering Committee.",zawya.com,8043,news,AE,en,Waheed Abbas,https://static.zawya.com/version/c:NDUzZmNhZGMtMjUzMS00:ZWY2OGQy/religion-ramadan-emirates-iftar.jpeg?f=3%3A2,False,@zawya,8.786602,a9f8bba5e247aa146bee10ceb6b49fce,,,Political
43,Study takes stock of pandemic food policy in New York,The City University,3/31/23 16:24,full,https://phys.org/news/2023-03-stock-pandemic-food-policy-york.html,phys.org,"The COVID-19 pandemic disrupted food systems across the United States, prompting governments to design policies both to mitigate short-term disruptions and improve food systems long-term, making them…","Thematic breakdown of New York City and State pandemic-specific food policies introduced during the state of emergency (March 2020–June 2021). Credit: 
Cities
 (2023). DOI: 10.1016/j.cities.2023.104222 
 
 




The COVID-19 pandemic disrupted food systems across the United States, prompting governments to design policies both to mitigate short-term disruptions and improve food systems long-term, making them more equitable and resilient. Policy changes, particularly in New York, were implemented so quickly and were so drastic that tracking and assessing them is daunting.",phys.org,622,news,GB,en,"Science X,The City University",https://scx2.b-cdn.net/gfx/news/hires/2023/study-takes-stock-of-p.jpg,False,,8.785927,a94b55fdca718015b12e3ebb7ff95a8b,,,Political
44,Food trucks would be banned on part of Water Street in downtown Milwaukee under a new proposal with citywide regulations planned,Jordyn Noennig,3/31/23 20:20,full,https://www.jsonline.com/story/entertainment/dining/2023/03/31/milwaukee-considering-banning-food-trucks-on-this-part-of-water-street/70065188007/,jsonline.com,The ban would not allow food trucks to park on North Water Street along a stretch that is primarily residential apartments and office space.,"The Common Council's Public Safety and Health Committee has recommended banning food trucks on a stretch of Water Street in downtown Milwaukee from East Knapp Street to East Pleasant Street.
The ban would not allow food trucks to park on a stretch of Water Street that is home primarily to residential apartments and office space. Food trucks are still allowed south of Knapp, where most Water Street bars are.
On Thursday night, only one food truck, Oaxaca Taqueria, was selling food on the part of the street where the ban is being proposed.","Copyright 2023, GANNETT",1631,news,US,en,"Jordyn Noennig,Journal Sentinel,Milwaukee Journal Sentinel","https://www.gannett-cdn.com/presto/2023/03/31/PMJS/866c02d6-6981-4869-b72e-9f85d02ff7cb-IMG_0808.jpg?auto=webp&crop=1599,900,x0,y148&format=pjpg&width=1200",False,@journalsentinel,8.784795,1fba42c69750b823d6c245c9bb41d0ed,,,Political
45,"Heavy Metal Testing In Food And Beverage Application Market Size, Industry Share, Growth Factors, & Trends For 2023-2032",TBRC Business Research Pvt Ltd,3/29/23 14:18,full,https://world.einnews.com/pr_news/624860613/heavy-metal-testing-in-food-and-beverage-application-market-size-industry-share-growth-factors-trends-for-2023-2032,einnews.com,"The Business Research Company's Heavy Metal Testing In Food And Beverage Application Market Report 2023 – Market Size, Trends, And Market Forecast 2023-2032","Heavy Metal Testing In Food And Beverage Application Market Report 2023 – Market Size, Trends, And Market Forecast 2023-2032

The Business Research Company's Heavy Metal Testing In Food And Beverage Application Market Report 2023 – Market Size, Trends, And Market Forecast 2023-2032

The Business Research Company's global market reports are now updated with the latest market sizing information for the year 2023 and forecasted to 2032'
— The Business Research Company

LONDON, GREATER LONDON, UK, March 29, 2023 / EINPresswire.",einnews.com,3825,world,UA,en,"EIN News,Oliver Guirdham,TBRC Business Research Pvt Ltd",https://img.einnews.com/ampsize/445833/the-business-research-company-s.jpeg,False,@einnews,8.783295,54ded3e9dd092d98b3c975701fa9254d,,,Political
46,"64.3million Nigerians lack adequate food, says UN",Best deals on hotels,3/30/23 7:45,timezone unknown,https://www.msn.com/en-xl/news/other/643million-nigerians-lack-adequate-food-says-un/ar-AA19fDsg,msn.com,"Thirty-two per cent (64.3 million) of Nigerians do not have enough food to consume, the World Food Programme, an organisation within the United Nations, has stated.According to the organisation, 170…","Thirty-two per cent (64.3 million) of Nigerians do not have enough food to consume, the World Food Programme, an organisation within the United Nations, has stated.
According to the organisation, 170 million people do not have sufficient food to consume across 19 countries. In a March 28 update of the ‘HungerMapLIVE: Western Africa insights and key trends,' the countries with the highest prevalence of insufficient food consumption are Niger, Mali, Burkina Faso, Guinea, Chad, Sierra Leone, Cameroon, Liberia, Central African Republic, Togo, Guinea Bissau, Nigeria.",msn.com,100,news,US,en,Best deals on hotels,https://static-entertainment-eus-s-msn-com.akamaized.net/sc/c6/519670.jpg,False,,8.782105,cd557fc9c04f23ba602b1b92f7b513eb,,,Political
47,"Food, fashion & full-on fun at Times Food And Nightlife Awards 2023",Shivika Manchanda,3/31/23 19:30,full,https://timesofindia.indiatimes.com/entertainment/events/delhi/food-fashion-full-on-fun-at-times-food-and-nightlife-awards-2023/articleshow/99150242.cms,indiatimes.com,"Raising a toast to good food and great restaurants and bars across NCR, Times Food and Nightlife Awards 2023, Delhi-NCR, aka Food Oscars, were held in","Raising a toast to good food and great restaurants and bars across NCR, Times Food and Nightlife Awards 2023, Delhi-NCR, aka Food Oscars, were held in a grand ceremony at ITC Maurya. The event was attended by the who's who of the city. From relishing flavourful fare to catching up with friends over macarons and tarts, the guests enjoyed the grub. The regulars at the award night were fasting through the day to enjoy the feast at night, while ones attending it for the first time planned to go completely berserk seeing the range of delectable food items from the city's best restaurants, all under one roof.",indiatimes.com,296,entertainment,IN,en,"Divya Kaushik,Riya Sharma,Shivika Manchanda","https://static.toiimg.com/thumb/msid-99150352,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-149652/99150352.jpg",False,@timesofindia,8.779543,c1217b0af0fe913f434975ee827277de,,,Political
48,A massive state-funded food shipment is expected to bring only temporary relief amid Alaska's ongoing food stamp crisis,Annie Berman,4/2/23 15:38,full,https://www.adn.com/alaska-news/2023/04/02/a-massive-state-funded-food-shipment-is-expected-to-bring-only-temporary-relief-amid-alaskas-ongoing-food-stamp-crisis/,adn.com,The Food Bank of Alaska has never moved this much food this quickly. Officials there call the relief just a 'small drop in the bucket' as processing delays continue.,"Nearly $1.7 million worth of state-funded bulk food is headed to communities around Alaska — 45 tons of canned goods intended to make up for a backlog in federal food stamps that's left thousands still waiting on benefits.
But officials with Food Bank of Alaska, the nonprofit coordinating the distribution, say while they welcome the relief, it amounts to only a temporary fix given the growing demand they're seeing since state processing delays started last fall.
'This is a small drop in the bucket,' said Anthony Reinert, director of food programs at Food Bank of Alaska.",adn.com,3202,news,US,en,Annie Berman,https://www.adn.com/resizer//jpj17GW2qQt5XCnAOrvrFgSzDqg=/1200x630/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/adn/BT2M2XZ7DNG63LMKSV6R3VXR6U.JPG,False,@adndotcom,8.77907,7b77a1d8bbe279e1da553e41fdc3e672,,,Political
49,"In Dhaka, civil society initiatives prevent Ramadan food waste",Arab News,4/1/23 15:30,timezone unknown,https://www.arabnews.com/node/2279521/world,arabnews.com,"DHAKA: Bangladeshi civil society organizations are trying to prevent food waste during Ramadan, organizing special collections of unsold items for orphanages and poor communities. During the fasting…","DHAKA: Bangladeshi civil society organizations are trying to prevent food waste during Ramadan, organizing special collections of unsold items for orphanages and poor communities.

During the fasting month that teaches moderation and charity, excess food, especially from iftar events organized at hotels and restaurants in the Bangladeshi capital, is collected.

Bidyanondo Foundation, one of the largest social welfare organizations in the country, is operating a special Iftar Car to collect and distribute unsold or leftover items as well as raise awareness about food security.",arabnews.com,2667,world,SA,en,Arab News,https://www.arabnews.com/sites/default/files/styles/660x371_watermarksaudi/public/main-image/2023/04/01/3753741-146664914.jpeg?itok=g8Cv_OGJ,False,@Arab_News,8.777953,948af17a08d107da52f962e1dd9009a1,,,Political
0,"WhatsApp group admins step in to restrict political messages, fake news",Darshan Devaiah B.P.,3/31/23 17:44,full,https://www.thehindu.com/elections/karnataka-assembly/whatsapp-group-admins-step-in-to-restrict-political-messages-fake-news/article66684587.ece,thehindu.com,"As election fever catches up in Karnataka, WhatsApp group admins are sending out disclaimer messages to group members to be cautious in sending unnecessary political forwards and requesting them not…","March 31, 2023 11:14 pm | Updated 11:14 pm IST - Bengaluru 
As election fever catches up in Karnataka, WhatsApp group admins are sending out disclaimer messages to group members to be cautious in sending unnecessary political forwards and requesting them not to put political messages in the groups.
Ubiquitous during elections and otherwise, reigning in unverified advertisements, photographs, hate speeches, and fake news on the platform has been a challenge for a long time. With conversations about politics heating up as the elections near, many admins, tired of political arguments and messages, are putting up restrictions on such chats and coming up with an unwritten code of conduct for groups.",Copyright (C) 2023 THG PUBLISHING PVT LTD.,984,news,IN,en,Darshan Devaiah B.P.,https://www.thehindu.com/theme/images/og-image.png,False,@The_Hindu,8.737204,1d055ae9ec4bcae0658981e6cea83adf,,,Political
1,Meta bosses look at political ads ban in Europe,Javier Espinoza,3/30/23 4:00,full,https://www.ft.com/content/1a133b5c-35f9-4776-99fc-7c02095ff2aa,ft.com,Facebook parent concerned how it will police social networks in wake of new EU regulations,"Meta executives are discussing a company-wide ban on political advertising in Europe, following concerns that its social networking platforms such as Facebook and Instagram will be unable to comply with 
forthcoming EU regulations
 that target online campaigning. 
Brussels regulators are 
drawing up new laws
 to come info force next year designed to force large internet groups to reveal more about the political groups behind online campaigns and which users they are targeting. 
Meta, led by chief executive Mark Zuckerberg, is concerned that the definition of political ads under the plan will be so broad that it will be easier to refuse all paid-for political campaigns on the company's sites, according to two people briefed on internal discussions.",ft.com,176,news,US,en,"Cristina Criddle,Financial Times,Javier Espinoza",https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0860b768-c6d6-40d3-b70e-cdcd6b9c21a9.jpg?source=next-opengraph&fit=scale-down&width=900,False,@FinancialTimes,8.7026825,5272890f112f64b794f7b3a3c41435c6,,,Political
2,Meta bosses consider ban on political ads in Europe,Javier Espinoza,3/30/23 0:00,date,https://www.irishtimes.com/technology/2023/03/30/meta-bosses-consider-ban-on-political-ads-in-europe/,irishtimes.com,Facebook parent concerned how it will police social networks in wake of new EU regulations,"Meta executives are discussing a companywide ban on political advertising in Europe, following concerns that its social networking platforms such as Facebook and Instagram will be unable to comply with forthcoming EU regulations that target online campaigning.
Brussels regulators are drawing up new laws to come into force next year designed to force large internet groups to reveal more about the political groups behind online campaigns and which users they are targeting.
Meta, led by chief executive Mark Zuckerberg, is concerned that the definition of political ads under the plan will be so broad that it will be easier to refuse all paid-for political campaigns on the company's sites, according to two people briefed on internal discussions.",irishtimes.com,798,business,IE,en,"Cristina Criddle,Javier Espinoza",https://www.irishtimes.com/resizer/w0vCZW0KNNSmgwJKAq_apkmh4fA=/1200x630/filters:format(jpg):quality(70)/cloudfront-eu-central-1.images.arcpublishing.com/irishtimes/ZFIBD3L5LJXZ2OLQJHJBA6AST4.jpg,False,@IrishTimes,8.691375,f69af569fce6c42b0d87188faa505290,,,Political
3,Meta Weighs Political Ad Ban In Wake Of Tougher EU Regulations,Anusuya Lahiri,3/30/23 13:45,full,https://finance.yahoo.com/news/meta-weighs-political-ad-ban-134508506.html,yahoo.com,"Meta Platforms, Inc (NASDAQ: META) is weighing a company-wide ban on political advertising in Europe. The ban follows concerns over its social networking platforms like Facebook and Instagram failing to comply with forthcoming EU regulations that target online campaigning, Financial Times reports. CEO Mark Zuckerberg is concerned that the definition of political ads under the plan will be so broad that it will be easier to refuse all paid-for political campaigns on the company's sites. Also, use","Meta Platforms, Inc (NASDAQ: META) is weighing a company-wide ban on political advertising in Europe.
The ban follows concerns over its social networking platforms like Facebook and Instagram failing to comply with forthcoming EU regulations that target online campaigning, Financial Times reports.
CEO Mark Zuckerberg is concerned that the definition of political ads under the plan will be so broad that it will be easier to refuse all paid-for political campaigns on the company's sites.
Also, users were largely uninterested in such content, and revenues generated from political ads are small compared with its broader business.",yahoo.com,31,news,US,en,Anusuya Lahiri,https://media.zenfs.com/en/Benzinga/169e382d39580d8cf741933fca227c97,False,@YahooFinance,8.638371,756b58aeb388ed87f59a2c202480f3ab,,,Political
4,"For the first time in U.S. history, a former President has been indicted on criminal charges. Find experts and research on the Presidency in the Politics channel",Newswise,3/31/23 0:00,date,https://www.newswise.com/politics/for-the-first-time-in-u-s-history-a-former-president-has-been-indicted-on-criminal-charges-find-experts-and-research-on-the-presidency-in-the-politics-channel,newswise.com,American politics experts and research for media.,"A New York grand jury indicted former U.S. President Donald Trump for covering up hush money paid to adult film actress Stormy Daniels. Trump's indictment is
 
the first time a former president faces criminal charges in American history. 
Need expert commentary on this breaking news topic? Find your political experts and the latest research news on policy in the 
Politics channel
 on .
es
 


 
Recent Research





American Politics Experts
Megan Goldberg, Ph.D.
Assistant Professor of American Po",newswise.com,3919,politics,US,en,Newswise,https://www.newswise.com/assets/new/img/newswise-logo-square.jpg,False,,8.636185,1fe71a54377cd1609a31f5d0d65aeaa9,,,Political
5,Wrong Politics: A Dating Dealbreaker for Women and Democrats,,3/31/23 4:01,full,https://www.lewrockwell.com/?post_type=pending-article&p=861212,lewrockwell.com,"I have read that politics are increasingly a dating dealbreaker, and especially for women in the USA. Why might this be the case? There are several possible reasons why politics might be increasingly…","I have read that politics are increasingly a dating dealbreaker, and especially for women in the USA. Why might this be the case?


There are several possible reasons why politics might be increasingly a dating dealbreaker, particularly for women in the USA:




Political polarization: The current political climate in the USA is highly polarized, with people often identifying with either the liberal or 
conservative
 side of the political spectrum. This polarization can make it difficult for people with different political views to find common ground and can create strong feelings of animosity towards those who hold opposing views.",lewrockwell.com,6603,news,US,en,,https://lrc-cdn.s3.amazonaws.com/assets/2021/02/LRC-share.jpg,False,@lewrockwell,8.62499,d0187a769c07df1966d6399a329d2e9b,,,Political
6,Meta Weighs Political Ad Ban In Wake Of Tougher EU Regulations,Anusuya Lahiri,3/30/23 11:45,full,https://www.benzinga.com/government/23/03/31576539/meta-weighs-political-ad-ban-in-wake-of-tougher-eu-regulations,benzinga.com,"Meta Platforms, Inc (NASDAQ: META) is weighing a company-wide ban on political advertising in Europe.","Meta Platforms, Inc META is weighing a company-wide ban on political advertising in Europe.
The ban follows concerns over its social networking platforms like Facebook and Instagram failing to comply with forthcoming EU regulations that target online campaigning, Financial Times reports.
CEO Mark Zuckerberg is concerned that the definition of political ads under the plan will be so broad that it will be easier to refuse all paid-for political campaigns on the company's sites.
Also, users were largely uninterested in such content, and revenues generated from political ads are small compared with its broader business.",benzinga.com,1933,politics,US,en,"Anusuya Lahiri,Benzinga Editor",https://cdn.benzinga.com/files/images/story/2023/03/30/mark_zuckerberg_f8_2018_keynote_41793466422.jpg?width=1200&height=800&fit=crop,False,@benzinga,8.611937,bb6cb5bbdc79c0a07277b5b49bcffad3,,,Political
7,Political advisors discuss advancing Chinese modernization,,3/31/23 16:15,timezone unknown,https://english.news.cn/20230331/d272eaef3379418c87b245217a3a4d3c/c.html,news.cn,"Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the Chinese People's Political Consultative Conference (CPPCC)…","Wang Huning, a member of the Standing Committee of the Political Bureau of the Communist Party of China Central Committee and chairman of the Chinese People's Political Consultative Conference (CPPCC) National Committee, presides over a bi-weekly seminar held by the National Committee of the CPPCC, in Beijing, capital of China, March 31, 2023. (Xinhua/Liu Weibing)


BEIJING, March 31 (Xinhua) -- Chinese national political advisors convened a bi-weekly seminar on Friday to discuss fostering a new development paradigm and advancing Chinese modernization.",news.cn,1336,news,CN,en,,,False,,8.611468,e51007dcf316eedad9946013a5f474ce,,,Political
8,Politics in the Workplace: Beware of Laws Protecting Political Affiliations and Opinions,,4/6/23 8:06,full,https://www.lexology.com/library/detail.aspx?g=856e34e2-c5b8-4c35-aeb2-17d0aad9676b,lexology.com,"With campaigns for next year's presidential election already starting and a former President facing indictment, discussion of political issues is…","With campaigns for next year's presidential election already starting and a former President facing indictment, discussion of political issues is certain to intensify in the coming months both inside and outside the workplace. While every election cycle prompts the expression of political opinions, the current political climate seems to be more polarized than ever before, energized by opinions concerning the 
Dobbs v. Jackson Women's Healthcare
 decision, racial justice, and law enforcement, among other issues.",lexology.com,2892,news,UK,en,,https://www.lexology.com/images/share/lexology-social-media.png,True,,8.607166,060cf4013cc1831f9df86289868ab88b,,,Political
9,Political Parties in Zambia Plan for Success,,4/5/23 10:00,timezone unknown,https://www.msn.com/en-xl/news/other/political-parties-in-zambia-plan-for-success-a-five-year-outlook/ar-AA19uChD,msn.com,Political parties have historically been concluded to be imperfect candidates for strategic planning because of the complexity of designing and implementing in the environment in which they…,"Political parties have historically been concluded to be imperfect candidates for strategic planning because of the complexity of designing and implementing in the environment in which they operate.

The political environment in Southern Africa continues to be complex, with the need to attract political ""professionals"" to meet the growing demand for democracy.

Democracy Works Foundation, under their Southern Africa Political Parties and Dialogue Program (SAPP&D) embarked on strategic planning for political parties in Zambia in 2019.",msn.com,100,politics,US,en,,https://static-entertainment-eus-s-msn-com.akamaized.net/sc/c6/519670.jpg,False,,8.59063,132b66917cf0ac10c357343e26fd9bf1,,,Political
10,Online-Network-Group Use and Political-Participation Intention in China: The Analysis Based on CSS 2019 Survey Data,Zipeng Li,4/3/23 0:00,date,https://www.mdpi.com/2076-328X/13/4/302,mdpi.com,"Although there are many studies discussing the effect of Internet use on political participation, the literature has rarely focused on the relationship between the use of online-network groups and the…","The School of Public Policy and Management, Tsinghua University, Beijing 100084, China




 
Authors to whom correspondence should be addressed. 










Behav. Sci.
 
2023
, 
13
(4), 302; https://doi.org/10.3390/bs13040302 (registering DOI)





Received: 14 February 2023

/

Revised: 29 March 2023

/

Accepted: 31 March 2023

/

Published: 3 April 2023





(This article belongs to the Section 
Social Psychology
)









Download





Download PDF




Download XML






Review Reports


Versions Notes




 










:


Although there are many studies discussing the effect of Internet use on political participation, the literature has rarely focused on the relationship between the use of online-network groups and the political-participation intention in contemporary China.",Creative Commons Attribution (CC-BY),449,science,CH,en,"Fengrong Liu,Liu,Zipeng Li",https://pub.mdpi-res.com/img/journals/behavsci-logo-social.png?8600e93ff98dbf14,False,@MDPIOpenAccess,8.568039,9d06d73d33eb634a01eacec3fc0d75e5,,,Political
11,Registrar of parties condemns torching of UDA's Siaya office,Radio,3/30/23 17:57,full,https://www.the-star.co.ke/news/2023-03-30-registrar-of-parties-condemns-torching-of-udas-siaya-office/,the-star.co.ke,She has called for peaceful protests saying the incident is being probed.,"Registrar of Political Parties Ann Nderitu has condemned Thursday's torching of UDA party offices in Siaya County, warning that the trend may lead to political intolerance in the country.
In a statement on Thursday, Nderitu 
called on organisers of the mass protests to restrain their supporters from violence as they exercise their right to demonstrate under Article 37 of the Constitution.
She said the vandalism violates Article 
38 of the Constitution which guarantees the right for political parties to open and operate offices anywhere in the country.",the-star.co.ke,10381,news,KE,en,"EMMANUEL WANJALA,Print,Radio,ter",https://lh3.googleusercontent.com/H9c2-_2AZP5K570pBcu8taA8dgQWFlW43vIeoI9WlvdwShvMCrDxjkZhkbZimVI0jmVk_hIzqsV8rfsn_3K1QHxT0_CZ4g4kovP5_oupSg=s1000,False,@thestarkenya,8.5491905,2275259c8d50c396c25bb0b55431f667,,,Political
12,Meta Explores Ban on Political Ads in Europe,Reuters,3/30/23 4:54,full,https://www.usnews.com/news/technology/articles/2023-03-30/meta-explores-ban-on-political-ads-in-europe-ft,usnews.com,"US News is a recognized leader in college, grad school, hospital, mutual fund, and car rankings. Track elected officials, research health conditions, and find news you can use in politics, business, health, and education.","(Reuters) - Meta Platforms Inc executives are discussing a company-wide ban on political advertising in Europe due to concerns that Facebook and Instagram will be unable to comply with upcoming EU regulations targeting online campaigns, the Financial Times reported on Thursday.

EU lawmakers in February agreed to tougher rules on targeted political advertising aimed at countering misinformation during elections. The proposed rules require U.S. tech giants to provide more data on their targeted political ads, with fines up to 4% of their global turnover for breaches.",2023 USNews.com,248,news,US,en,Reuters,https://www.usnews.com/dims4/USNEWS/ecc27c9/2147483647/thumbnail/970x647/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F04%2F9cede407ae33c86e1edebb3e4f4c1b%2Ftag%3Areuters.com%2C2023%3Anewsml_LYNXMPEJ2T04K%3A12023-03-30T045421Z_1_LYNXMPEJ2T04K_RTROPTP_3_META-EU-ADVERTISING.JPG,False,,8.548877,61fca74c1a0dc49235dc80380c79e9e7,,,Political
13,Zambia: Political Parties in Zambia Plan for Success,Kunda Bulaya,4/5/23 6:42,full,https://allafrica.com/stories/202304050165.html,allafrica.com,Political parties have historically been concluded to be imperfect candidates for strategic planning because of the complexity of designing and implementing in the environment in which they operate.,"Political parties have historically been concluded to be imperfect candidates for strategic planning because of the complexity of designing and implementing in the environment in which they operate.
The political environment in Southern Africa continues to be complex, with the need to attract political ""professionals"" to meet the growing demand for democracy.
Democracy Works Foundation, under their Southern Africa Political Parties and Dialogue Program (SAPP&D) embarked on strategic planning for political parties in Zambia in 2019.",allafrica.com,2320,news,ZA,en,Kunda Bulaya,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,False,@allafrica,8.534514,a785e70ea4980b5a00b67f96f361a1cd,,,Political
